"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1",1,"His..uncle, Mark, responded to reports that the FBI had received tips about Cruz that it failed to follow up on, ca… https://t.co/zwxhFyHgBm",FALSE,0,NA,"2018-03-02 08:35:45",TRUE,NA,969491437841731584,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EttasPlace",0,FALSE,FALSE,NA,NA
"2",2,"Parents and students from the site of the nation's latest mass shooting met Wednesday with survivors of the 2016 Pu… https://t.co/VGaUfNmOtM",FALSE,0,NA,"2018-03-02 08:35:06",TRUE,NA,969491275346075648,NA,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>","WNEP",0,FALSE,FALSE,NA,NA
"3",3,"Florida school shooting survivors father escaped the Las Vegas massacre: 'It's got to stop' https://t.co/sIhNQe5Y0c… https://t.co/hrWivPEoRO",FALSE,0,NA,"2018-03-02 08:34:18",TRUE,NA,969491073180622848,NA,"<a href=""http://theinformer.life"" rel=""nofollow"">The lnformer</a>","The_lnformer",0,FALSE,FALSE,NA,NA
"4",4,"Florida school shooting aftermath: US airline to lose tax break over NRA row  https://t.co/RXJNY6huAj",FALSE,0,NA,"2018-03-02 08:33:59",FALSE,NA,969490990502424576,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fulelo",0,FALSE,FALSE,NA,NA
"5",5,"Florida school shooting: US airline to lose tax break over NRA row - BBC News https://t.co/rbC7DYQu5o",FALSE,0,NA,"2018-03-02 08:33:37",FALSE,NA,969490899700015104,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gersariel1",0,FALSE,FALSE,NA,NA
"6",6,"#REI says it will no longer order products from Vista Outdoor - which owns dozens of brands, including gunmaker Sav… https://t.co/cDeeWKVs5T",FALSE,1,NA,"2018-03-02 08:33:15",TRUE,NA,969490809400807424,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","NewsAlertHQ",1,FALSE,FALSE,NA,NA
"7",7,"Florida shooting: Nikolas Cruz charged with murder https://t.co/dEkHS4vgNz",FALSE,0,NA,"2018-03-02 08:32:41",FALSE,NA,969490664147763200,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","US_currentevent",0,FALSE,FALSE,NA,NA
"8",8,"Facebook and Google Struggle to Squelch ‘Crisis Actor’ Posts https://t.co/SWBFG405ww",FALSE,0,NA,"2018-03-02 08:32:23",FALSE,NA,969490590038503424,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SouthwellLeigh",1,FALSE,FALSE,NA,NA
"9",9,"Florida school shooting: US airline to lose tax break over NRA row https://t.co/Z8jvuQIh2s https://t.co/rU2f13i0rd",FALSE,0,NA,"2018-03-02 08:30:48",FALSE,NA,969490190455771136,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","breakingnewshe1",0,FALSE,FALSE,NA,NA
"10",10,"Florida school shooting: US airline to lose tax break over NRA row - Georgia lawmakers pass a bill stripped of an e… https://t.co/7WR1iL7kbk",FALSE,0,NA,"2018-03-02 08:30:42",TRUE,NA,969490164274823168,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Worldnews_Media",0,FALSE,FALSE,NA,NA
"11",11,"#Israel #Times of Israel #TOF #NEWS broadast by #EMET_NEWS_PRESS: NRA members bemoan Trump’s ‘betrayal’ on gun cont… https://t.co/BZfngZcHFg",FALSE,0,NA,"2018-03-02 08:30:38",TRUE,NA,969490149351612416,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","emet_news_press",0,FALSE,FALSE,NA,NA
"12",12,"#Israel #TOF #NEWS broadcast by #EMET_NEWS_PRESS: NRA members bemoan Trump’s ‘betrayal’ on gun control - US preside… https://t.co/GdkirD5rHO",FALSE,0,NA,"2018-03-02 08:30:29",TRUE,NA,969490112902987776,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","emet_news_press",0,FALSE,FALSE,NA,NA
"13",13,"#REI says it will no longer order products from Vista Outdoor - which owns dozens of brands, including gunmaker Sav… https://t.co/6iFpHuzIeA",FALSE,0,NA,"2018-03-02 08:29:13",TRUE,NA,969489794416848896,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","24_7_News",0,FALSE,FALSE,NA,NA
"14",14,"#REI says it will no longer order products from Vista Outdoor - which owns dozens of brands, including gunmaker Sav… https://t.co/66rKtixA9i",FALSE,0,NA,"2018-03-02 08:28:54",TRUE,NA,969489711931666432,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","NBCNewsRadio",0,FALSE,FALSE,NA,NA
"15",15,"""Gun control measures proposed by Trump, lawmakers after Florida school shooting"" via FOX NEWS https://t.co/vNT6LGtjIH",FALSE,0,NA,"2018-03-02 08:27:39",FALSE,NA,969489398218797056,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","iTweet_News",0,FALSE,FALSE,NA,NA
"16",16,"It's TIME we ALL get our collective heads out of the sand!!! They say ""Truth Hurts"" ""Truth Will Set Us Free""… https://t.co/wp1uh2Dpsm",FALSE,0,NA,"2018-03-02 08:27:32",TRUE,NA,969489368170758144,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EmmQuinn1",0,FALSE,FALSE,NA,NA
"17",17,"#NavyCapital : I get paid to teach high school students, not to kill or die on the job https://t.co/NQKQMo5TcH",FALSE,0,NA,"2018-03-02 08:27:26",FALSE,NA,969489343638319104,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","navycapital",0,FALSE,FALSE,NA,NA
"18",18,"From our child welfare news blog: Recent developments on legislation and upcoming protests related to the… https://t.co/uYIBmTxpan",FALSE,0,NA,"2018-03-02 08:27:19",TRUE,NA,969489312873140224,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CWLAofficial",0,FALSE,FALSE,NA,NA
"19",19,"I liked a @YouTube video https://t.co/WTTISXQocY Florida School Shooting Survivor: I Hid Beneath A Dead Body | Megyn Kelly TODAY",FALSE,0,NA,"2018-03-02 08:26:44",FALSE,NA,969489166429024256,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","_donfidel",0,FALSE,FALSE,NA,NA
"20",20,"@jesse0125 @auntb34 @vazquezjp @SenFeinstein Here it is.

https://t.co/kQNUXKVHW6",FALSE,0,"jesse0125","2018-03-02 08:26:14",FALSE,969486710571663360,969489042478895104,573373724,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Talieb3",0,FALSE,FALSE,NA,NA
"21",21,"#dtmag RT FoxNewsInsider: .DLoesch: Don't Punish Law-Abiding Gun Owners for 'Failures of Government' foxandfriends https://t.co/5Sd6qMkWhm",FALSE,0,NA,"2018-03-02 08:24:20",FALSE,NA,969488565867556864,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","w4djt",0,FALSE,FALSE,NA,NA
"22",22,"https://t.co/KJkHSGw4ts This is a 1st. U know why it's happening now? Bc the teens are ordinary citizens and what t… https://t.co/KLG8UHb0dj",FALSE,0,NA,"2018-03-02 08:23:59",TRUE,NA,969488474045931520,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mpolyne",0,FALSE,FALSE,NA,NA
"23",23,"Therapy dogs help students return to school after Parkland shooting 

Two weeks have passed since a deadly mass sho… https://t.co/nT0rKWVyt0",FALSE,0,NA,"2018-03-02 08:23:11",TRUE,NA,969488273533034496,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Millthorn",0,FALSE,FALSE,NA,NA
"24",24,"Stoneman Douglas resumes classes two weeks after massacre https://t.co/UwDwdlIT90",FALSE,0,NA,"2018-03-02 08:23:09",FALSE,NA,969488264783646720,NA,"<a href=""http://ytreet.com/ye"" rel=""nofollow"">CueBerry</a>","nuiotwo",0,FALSE,FALSE,NA,NA
"25",25,"Moms Demand Action Prepare For Lobby Day | Last month’s school shooting in Parkland, Florida that left 17 dead... https://t.co/BhkHjKhjdf",FALSE,0,NA,"2018-03-02 08:22:19",FALSE,NA,969488057773821952,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","mylocalnewsaz",0,FALSE,FALSE,NA,NA
"26",26,"Republicans hesitant to support Trump's push for gun-control laws.. https://t.co/i8YzSdZ3xR",FALSE,0,NA,"2018-03-02 08:21:59",FALSE,NA,969487972989988864,NA,"<a href=""http://NewsBoss.in"" rel=""nofollow"">NewsBoss.in</a>","NewsBossIndia",0,FALSE,FALSE,NA,NA
"27",27,"Stoneman Douglas students are finishing their first week back after the horrifying shooting at their school.

They… https://t.co/JYeuaYoROu",FALSE,0,NA,"2018-03-02 08:21:41",TRUE,NA,969487897136164864,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JaneJJustice",0,FALSE,FALSE,NA,NA
"28",28,"@DamonParker1 @IngrahamAngle I couldn't get on national television and defend a program that nobody in AMERICA even… https://t.co/hodzIrgTwC",FALSE,0,"DamonParker1","2018-03-02 08:21:40",TRUE,969486489275871232,969487890895069184,207040407,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MrsBetsyJane",0,FALSE,FALSE,NA,NA
"29",29,"REI halts orders from Vista Outdoor over its response to Florida shooting https://t.co/ZyeJdRPvk5 #men #women… https://t.co/QIpOG62kqR",FALSE,0,NA,"2018-03-02 08:20:21",TRUE,NA,969487561537347584,NA,"<a href=""http://twibble.io"" rel=""nofollow"">Twibble.io</a>","castelo1983",0,FALSE,FALSE,NA,NA
"30",30,"I liked a @YouTube video https://t.co/m4mSVgaEuw Student Wounded In Florida School Shooting: My Friend ‘Didn’t Make It’ | TODAY",FALSE,0,NA,"2018-03-02 08:20:17",FALSE,NA,969487543443083264,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","_donfidel",0,FALSE,FALSE,NA,NA
"31",31,"CNN town hall in wake of Florida school shooting https://t.co/fKGJ4erhjx via",FALSE,0,NA,"2018-03-02 08:19:29",FALSE,NA,969487342028206080,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zoxoxo_",0,FALSE,FALSE,NA,NA
"32",32,"@bmtcoco But really think about it tho. X dropped an entire album based solely on dealing with depression. He just… https://t.co/hS60Oz4x9L",FALSE,0,"bmtcoco","2018-03-02 08:18:21",TRUE,969477559913136128,969487056777838592,102808753,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","drof_ski",0,FALSE,FALSE,NA,NA
"33",33,"<ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008C>Retail giant Walmart to restrict gun sales after Florida school shooting - Sky News https://t.co/pmu5JiY7he",FALSE,0,NA,"2018-03-02 08:17:27",FALSE,NA,969486831912878080,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RatulaChakrabor",0,FALSE,FALSE,NA,NA
"34",34,"5 Tangible Steps Taken Toward Gun-Control Since the Florida School Shooting - The Cut https://t.co/hORV4HyWoK",FALSE,0,NA,"2018-03-02 08:16:17",FALSE,NA,969486538361929728,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","jng_investments",0,FALSE,FALSE,NA,NA
"35",35,"Florida school shooting: US airline to lose tax break over NRA row - Georgia lawmakers pass a bill stripped of an e… https://t.co/FHdFR4lPaN",FALSE,0,NA,"2018-03-02 08:15:38",TRUE,NA,969486373135695872,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","KD5FEX",0,FALSE,FALSE,NA,NA
"36",36,"Florida school shooting: US airline to lose tax break over NRA row - Georgia lawmakers pass a bill stripped of an e… https://t.co/TletqPGNEK",FALSE,0,NA,"2018-03-02 08:15:34",TRUE,NA,969486357822394368,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","1worldnewsfeed",0,FALSE,FALSE,NA,NA
"37",37,"BBC News - Florida school shooting: US airline to lose tax break over NRA row https://t.co/yuHk2vvixP",FALSE,0,NA,"2018-03-02 08:15:32",FALSE,NA,969486351077924864,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mmarkjm",0,FALSE,FALSE,NA,NA
"38",38,"'A Sheriff In Denial': Hannity Blasts Scott Israel for 'Massive Bureaucratic Failure' in FL Shooting https://t.co/Y0X65sJi48",FALSE,0,NA,"2018-03-02 08:15:15",FALSE,NA,969486278176706560,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","craftylady55",0,FALSE,FALSE,NA,NA
"39",39,"""I share your grief, but I'm going to continue selling guns so that these shootings continue to happen"".  What a kn… https://t.co/qQ7Bow11Ut",FALSE,0,NA,"2018-03-02 08:14:43",TRUE,NA,969486144479088640,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kenneth1crook",0,FALSE,FALSE,NA,NA
"40",40,"@Willstreakkk @FBI why would the FBI save y'all when the government pays the nra to let school shooting happen Flor… https://t.co/13ozvos2ks",FALSE,1,"Willstreakkk","2018-03-02 08:14:38",TRUE,969485827649822720,969486123264331776,3229159387,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ELBlackout",0,FALSE,FALSE,NA,NA
"41",41,"'Get The Hell Out': Pirro Calls for FL Sheriff Israel to Resign or Be Recalled https://t.co/0Rt0YGKanl",FALSE,0,NA,"2018-03-02 08:14:30",FALSE,NA,969486087197470720,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","craftylady55",0,FALSE,FALSE,NA,NA
"42",42,"Exclusive: Broward Deputy Sheriff Demands Transparency, End to 'Political Posturing' https://t.co/d2b9HPidjX",FALSE,0,NA,"2018-03-02 08:14:14",FALSE,NA,969486020424142848,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","craftylady55",0,FALSE,FALSE,NA,NA
"43",43,"A Florida school shooting survivor called out President Trump on national television for his association with the N… https://t.co/6QN6h7Yx03",FALSE,0,NA,"2018-03-02 08:14:03",TRUE,NA,969485974865694720,NA,"<a href=""http://dragplus.com"" rel=""nofollow"">DragPlus</a>","survivor_agent",0,FALSE,FALSE,NA,NA
"44",44,"Local grandmother of Florida school shooting victim calls for more gun control https://t.co/dmMqQCxViP",FALSE,0,NA,"2018-03-02 08:13:07",FALSE,NA,969485739372269568,NA,"<a href=""http://toplocalnow.com/us/cincinnati"" rel=""nofollow"">Cincinnati Now</a>","TLNCincinnati",0,FALSE,FALSE,NA,NA
"45",45,"Therapy dogs help students return to school after Parkland shooting https://t.co/UbUvnxCbXk",FALSE,0,NA,"2018-03-02 08:12:31",FALSE,NA,969485588046008320,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","bmw_free",0,FALSE,FALSE,NA,NA
"46",46,"Upvoted - These therapy dogs are welcoming students on their first day back after the Florida shooting : https://t.co/3iIHfDNs8E",FALSE,0,NA,"2018-03-02 08:11:31",FALSE,NA,969485337465622528,NA,"<a href=""http://www.indy100.com"" rel=""nofollow"">indy100</a>","diddleymaz",0,FALSE,FALSE,NA,NA
"47",47,"MEC dropping products in response to Florida shooting » https://t.co/NQ9nELFzZw",FALSE,0,NA,"2018-03-02 08:11:27",FALSE,NA,969485321552519168,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","torontosolds",0,FALSE,FALSE,NA,NA
"48",48,"@null Florida school shooting: US airline to lose tax break over NRA row Georgia lawma  https://t.co/yP3Od664ZR",FALSE,0,"null","2018-03-02 08:10:55",FALSE,NA,969485188676792320,3562471,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","ngvet",0,FALSE,FALSE,NA,NA
"49",49,"https://t.co/TyONDjK5tw Florida school shooting: US airline to lose tax break over NRA row Georgia lawma… https://t.co/iabRS06DzK",FALSE,0,NA,"2018-03-02 08:10:47",TRUE,NA,969485153088159744,NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","site_zen",0,FALSE,FALSE,NA,NA
"50",50,"@null Florida school shooting: US airline to lose tax break over NRA row Georgia lawma  https://t.co/SweJR2JfPB",FALSE,0,"null","2018-03-02 08:10:36",FALSE,NA,969485106887802880,3562471,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","transgrrl",0,FALSE,FALSE,NA,NA
"51",51,"Florida is responding to Parkland shooting by putting MORE guns in schools by arming teachers. This is a dangerous… https://t.co/vZ1zz1oCnD",FALSE,3,NA,"2018-03-02 08:10:34",TRUE,NA,969485100546129920,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PAGEofdemocracy",0,FALSE,FALSE,NA,NA
"52",52,"Florida school shooting: US airline to lose tax break over NRA row - https://t.co/HxdBGxo3ZL",FALSE,1,NA,"2018-03-02 08:10:09",FALSE,NA,969484996305195008,NA,"<a href=""http://twitter.com/TheNewsGlobe"" rel=""nofollow"">The News Globe</a>","TheNewsGlobe",0,FALSE,FALSE,NA,NA
"53",53,"REI halts orders from Vista Outdoor over its response to Florida shooting https://t.co/uVvBs2dCUN  #PR #analytics https://t.co/utZIsP6TGv",FALSE,0,NA,"2018-03-02 08:10:06",FALSE,NA,969484982124142592,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","analyticsprnews",0,FALSE,FALSE,NA,NA
"54",54,"Timeframes all now have official timeframe starting inside school and entire event inside school.  No reports of sh… https://t.co/8ltXES5xnv",FALSE,0,NA,"2018-03-02 08:09:37",TRUE,NA,969484862016147456,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","WeLoveObama4",0,FALSE,FALSE,NA,NA
"55",55,"Therapy dogs help students return to school after Parkland shooting https://t.co/HLtDZ3BZly Mashable",FALSE,0,NA,"2018-03-02 08:09:23",FALSE,NA,969484802188546048,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","DesignMixerBG",0,FALSE,FALSE,NA,NA
"56",56,"Therapy dogs help students return to school after Parkland shooting https://t.co/eMO6zg38Vu",FALSE,0,NA,"2018-03-02 08:09:11",FALSE,NA,969484751588462592,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","fiverr_girl",0,FALSE,FALSE,NA,NA
"57",57,"Primary school becomes first to install bulletproof storm shelters just weeks after Florida shooting https://t.co/h8USbVPIGH",FALSE,0,NA,"2018-03-02 08:08:43",FALSE,NA,969484634655547392,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","manolhs",0,FALSE,FALSE,NA,NA
"58",58,"Florida school shooting: US airline to lose tax break over NRA row",FALSE,0,NA,"2018-03-02 08:08:40",FALSE,NA,969484620067586048,NA,"<a href=""http://www.powerapps.com"" rel=""nofollow"">Microsoft PowerApps and Flow</a>","PlasenciaHector",0,FALSE,FALSE,NA,NA
"59",59,"REI halts orders from Vista Outdoor over its response to Florida shooting https://t.co/qj0anBMsgU https://t.co/Nrn4VtH5xw",FALSE,0,NA,"2018-03-02 08:08:38",FALSE,NA,969484611964190720,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","ThePoliticUSA1",0,FALSE,FALSE,NA,NA
"60",60,"BBCWORLD reports Florida school shooting: US airline to lose tax break over NRA row https://t.co/dNpSlkzvAb https://t.co/115lhDr4Mq",FALSE,0,NA,"2018-03-02 08:08:27",FALSE,NA,969484568461041664,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Channel1World",0,FALSE,FALSE,NA,NA
"61",61,"Gunmaker American Outdoor Brands says it 'shares the nation's grief' over Florida massacre https://t.co/cGezkSSw1r",FALSE,0,NA,"2018-03-02 08:08:25",FALSE,NA,969484556360409088,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AnnaRobertssd",0,FALSE,FALSE,NA,NA
"62",62,"MEC to stop carrying brands tied to U.S. gun-maker https://t.co/tioUc68PqK",FALSE,0,NA,"2018-03-02 08:08:20",FALSE,NA,969484537192419328,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","torontonews3",0,FALSE,FALSE,NA,NA
"63",63,"""Florida school shooting: US airline to lose tax break over NRA row"" https://t.co/XGGS67tjtC",FALSE,0,NA,"2018-03-02 08:08:15",FALSE,NA,969484516187353088,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","RheyFischer666",0,FALSE,FALSE,NA,NA
"64",64,"MEC Halts Sales Of Gunmaker's Brands In Wake Of Florida Shooting [0.04]: https://t.co/VJOSqHpAZL https://t.co/wKZ5eKown8",FALSE,0,NA,"2018-03-02 08:08:01",FALSE,NA,969484457098010624,NA,"<a href=""https://bsnssnws.com"" rel=""nofollow"">BsnssNws</a>","BsnssNws",0,FALSE,FALSE,NA,NA
"65",65,"I liked a @YouTube video https://t.co/uqe8jaF4iV 'Fix it!' - Florida shooting survivors meet Donald Trump and urge him to change gun",FALSE,0,NA,"2018-03-02 08:07:45",FALSE,NA,969484390962212864,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Staralwin1",0,FALSE,FALSE,NA,NA
"66",66,"Therapy dogs help students return to school after Parkland shooting: https://t.co/JDjr60Tn57",FALSE,0,NA,"2018-03-02 08:07:22",FALSE,NA,969484295332130816,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","brianrobplus",0,FALSE,FALSE,NA,NA
"67",67,"Gunmaker American Outdoor Brands says it 'shares the nation's grief' over Florida massacre https://t.co/us0ML9hLvk",FALSE,0,NA,"2018-03-02 08:07:20",FALSE,NA,969484287522328576,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","9V1mBekLGbkNOaF",0,FALSE,FALSE,NA,NA
"68",68,"CEO of gunmaker that produced Florida shooter's weapon: 'I share nation's grief' https://t.co/NRV2yq3i3E The Guardi… https://t.co/skZszjrgus",FALSE,0,NA,"2018-03-02 08:07:16",TRUE,NA,969484270636077056,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","DJLNR",0,FALSE,FALSE,NA,NA
"69",69,"@jeremy_p @jamestinman @CaseyCagle @foxandfriends @FoxNews @NRA How do you know who their members are. I'm sure the… https://t.co/nQ2igU7bDv",FALSE,0,"jeremy_p","2018-03-02 08:06:55",TRUE,968935520985403392,969484179019845632,14707121,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","kuhn_marty",0,FALSE,FALSE,NA,NA
"70",70,"Therapy dogs help students return to school after Parkland shooting https://t.co/lvknTBFC9m https://t.co/T8EFZMwzL8",FALSE,0,NA,"2018-03-02 08:06:43",FALSE,NA,969484131695562752,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","mediaadvantages",0,FALSE,FALSE,NA,NA
"71",71,"Florida school shooting: US airline to lose tax break over NRA row https://t.co/Q3zjKH361i https://t.co/s5B17lmhSB https://t.co/sPg6bin4MI",FALSE,0,NA,"2018-03-02 08:06:19",FALSE,NA,969484030017265664,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","WinstonMwale",0,FALSE,FALSE,NA,NA
"72",72,"New post: ""The White House says Trump will meet with video game execs next week — but the games industry says it ne… https://t.co/05ti0jx85p",FALSE,0,NA,"2018-03-02 08:05:54",TRUE,NA,969483923825754112,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","shiftclick",0,FALSE,FALSE,NA,NA
"73",73,"""Gun control measures proposed by Trump, lawmakers after Florida school shooting"" via FOX NEWS… https://t.co/vGXKpvLL95",FALSE,0,NA,"2018-03-02 08:05:43",TRUE,NA,969483880670613504,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","madhusadanand",0,FALSE,FALSE,NA,NA
"74",74,"MailOnline : RT DailyMail: Kroger becomes the third major arms retailer to tighten restrictions on gun sales in its… https://t.co/BZqNttAB8u",FALSE,0,NA,"2018-03-02 08:05:43",TRUE,NA,969483879852773376,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","mhh_heron",0,FALSE,FALSE,NA,NA
"75",75,"Florida Shooting Survivor Dimitri Hoth Welcomes Celebrities in March for Our Lives https://t.co/eBmz0BHUHC #Celebrity",FALSE,0,NA,"2018-03-02 08:05:42",FALSE,NA,969483873007661056,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","FamousOnBlast",0,FALSE,FALSE,NA,NA
"76",76,"Florida school shooting: US airline to lose tax break over NRA row https://t.co/attAfyN53N #bbc",FALSE,0,NA,"2018-03-02 08:05:33",FALSE,NA,969483837934891008,NA,"<a href=""http://blog.christianebuddy.com"" rel=""nofollow"">Christian eBuddy Blog</a>","christianebuddy",0,FALSE,FALSE,NA,NA
"77",77,"Gunmaker American Outdoor Brands says it 'shares the nation's grief' over Florida massacre https://t.co/ITtCTh3qoc",FALSE,0,NA,"2018-03-02 08:05:28",FALSE,NA,969483816820789248,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ceciliabastien3",0,FALSE,FALSE,NA,NA
"78",78,"The Intercept - Gun Control Has Always Been Racist — That Doesn’t Mean We Shouldn’t Support the Parkland Students’… https://t.co/wYXxWnkK2q",FALSE,0,NA,"2018-03-02 08:05:23",TRUE,NA,969483795949813760,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ThisIsMyStream",0,FALSE,FALSE,NA,NA
"79",79,"The Intercept - School Shootings Have Declined Dramatically Since the 1990s. Does It Really Make Sense to Militariz… https://t.co/oyA9GWLBR8",FALSE,0,NA,"2018-03-02 08:05:21",TRUE,NA,969483787800334336,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ThisIsMyStream",0,FALSE,FALSE,NA,NA
"80",80,"Facebook and Google Struggle to Squelch ‘Crisis Actor’ Posts https://t.co/Vz9gRqHR4H The tech companies vowed this… https://t.co/HCYEo35Htg",FALSE,0,NA,"2018-03-02 08:05:00",TRUE,NA,969483699946442752,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","FilippoG8",0,FALSE,FALSE,NA,NA
"81",81,"#Heritage: Majority Supports Trump Plan for Arming Teachers After Florida School Shooting, New Poll Finds https://t.co/wc2FXDE64L #TCOT",FALSE,0,NA,"2018-03-02 08:04:45",FALSE,NA,969483634561503232,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","1stAirDel_USMCR",0,FALSE,FALSE,NA,NA
"82",82,"#Heritage: Release the Florida School Shooting Surveillance Videos https://t.co/ps32kCpS6j #TCOT",FALSE,0,NA,"2018-03-02 08:04:44",FALSE,NA,969483633009491968,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","1stAirDel_USMCR",0,FALSE,FALSE,NA,NA
"83",83,"""Walmart and Dick’s Raise Minimum Age for Gun Buyers to 21"" by JULIE CRESWELL and MICHAEL CORKERY via NYT The two r… https://t.co/iGRzSId1s9",FALSE,0,NA,"2018-03-02 08:04:37",TRUE,NA,969483603536236544,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","NewsDaily112",0,FALSE,FALSE,NA,NA
